"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"60102",,"Concho Valley Transit District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","5430 Link Rd",,"60050","San Angelo","TX","76904","9812","6","http://www.cvtd.org/","6608","HL4PMNNFQUS6","15355","162152","78553","San Angelo, TX",,"99982","2029.40","49.3","35",,"35",,,"Tier II",,,,"POINT (-100.435 31.4033)"
"60103",,"Fort Bend County, Texas","Fort Bend County Public Transportation","Fort Bend Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","301 Jackson St",,,"Richmond","TX","77469","3108","6","http://www.FBCTransit.org/","6479","MJG8N8EPN2L3","861","822779","40429","Houston, TX",,"5853575","3339.80","1752.70",,"49","49",,,"Tier II",,,,"POINT (-95.76089 29.58234)"
"60104",,"City of Jonesboro","Jonesboro Economical Transportation System","JET","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","300 S Church St","STE 101","1845","Jonesboro","AR","72401","2960","6","https://www.jonesboro.org/281/JET","6507","MPWHV4JQNDF5","81","80650","43345","Jonesboro, AR",,"73781","1586.90","46.5","8",,"8",,,"Tier II",,,,"POINT (-90.70404 35.84034)"
"60105",,"City of Hot Springs","Intracity Transit","Hot Springs Intracity Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","324 Malvern Ave",,,"Hot Springs National Park","AR","71901","5446","6","https://www.cityhs.net/164/Intracity-Transit","1504","JBMLW6N98W49","35","37930","40213","Hot Springs, AR",,"59133","1176.20","50.3","6",,"6",,,"Tier II",,,,"POINT (-93.05212 34.50842)"
"60107",,"Texoma Area Paratransit System, Inc",,,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","6104 Texoma Pkwy",,,"Sherman","TX","75090","2128","6","http://www.tapsbus.com/","6995","U5QNUXKH2JA4","5754","320535","81631","Sherman--Denison, TX",,"66691","1732.50","38.5",,"17","17",,,"Tier II",,,,"POINT (-96.57462 33.69762)"
"60108",,"Harris County","Community & Economic Development Department","Harris County Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","201 Caroline St",,,"Houston","TX","77002","1901","6","http://www.harriscountytransit.com/","6691","JFMKAENLGN81","1703","4888913","40429","Houston, TX",,"5853575","3339.80","1752.70",,"33","33",,,"Tier II",,,,"POINT (-95.35783 29.76106)"
"60109",,"St. Tammany Parish Government",,"STAR Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","21490 Koop Dr","Room 327","628","Mandeville","LA","70471","7506","6","https://www.stpgov.org/transportation/index.php","5699","SQSNF2N6GRH3","127","277929","82468","Slidell, LA",,"91587","1743.40","52.5",,"25","25",,,"Tier II",,,,"POINT (-90.04078 30.41833)"
"60111",,"Rio Metro Regional Transit District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","809 Copper Ave Nw",,,"Albuquerque","NM","87102","3009","6","http://www.riometro.org/","6989","F68JPPENLLM4","990","982474","01171","Albuquerque, NM",,"769837","2926.30","263.1","44","34","78",,,"Tier I (Rail)",,,,"POINT (-106.65668 35.08625)"
"60112",,"River Parishes Transit Authority",,,"Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","149 Woodland Dr",,"2444","La Place","LA","70068","5940","6","http://www.rptarolls.org/","6651","KGM5EGZ6JSV3","143","98704","62677","New Orleans, LA",,"963212","3818.90","270.3",,"3","3",,,"Tier II",,,,"POINT (-90.45033 30.08616)"
"60113",,"City of Cleburne","City/County Transportation",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","10 N Robinson St",,,"Cleburne","TX","76031","5641","6","http://www.cleburne.net/index.aspx?NID=148","1588","D8NYF9L87666","725","171361","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","13",,"13",,,"Tier II",,,,"POINT (-97.38387 32.34795)"
"60114",,"STAR Transit",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","200 S Virginia St",,"703","Terrell","TX","75160","3716","6","https://www.startransit.org/","1588","QTXRSXQ5GH47","981","464887","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","46",,"46",,,"Tier II",,,,"POINT (-96.27532 32.73527)"
"60115",,"Public Transit Services",,,"Reduced Reporter","Urban","Other Publicly-Owned or Privately Chartered Corporation",,,,,"2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","7611 Highway 180 E",,,"Mineral Wells","TX","76067","9516","6","http://www.publictransitservices.org","1588","SQ5CP3PDFKW3","1855","167246","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","17",,"17",,,"Tier II",,,,"POINT (-98.05099 32.81031)"
"60116",,"SPAN, Incorporated",,,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1800 Malone St",,,"Denton","TX","76201","1746","6","http://span-transit.org/","1588","S7N7YC5M5T43","878","859064","23500","Denton--Lewisville, TX",,"429461","2853.90","150.5","30",,"30",,,"Tier II",,,,"POINT (-97.14887 33.23055)"
"60117",,"North Central Texas Council of Governments",,,"Planning Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","616 Six Flags Dr",,"5888","Arlington","TX","76011","6347","6","http://www.nctcog.org/","1588","P18BK5F8VPN3",,,"22042","Dallas--Fort Worth--Arlington, TX",,"5121892","2878.90","1779.10",,,,,,"Tier II",,,,"POINT (-97.06827 32.75041)"
"60118",,"City of Edmond","Planning","Citylink","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","24 E 1st St",,"2970","Edmond","OK","73034","3804","6","https://www.edmondok.gov/205/Citylink-Edmond","1525","GPDHN1ZVXG38","90","98103","65080","Oklahoma City, OK",,"982276","2329.20","421.7",,"12","12",,,"Tier II",,,,"POINT (-97.47996 35.6541)"
"60120",,"Westchase District",,,"Building Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","10370 Richmond Ave","STE 1350",,"Houston","TX","77042","4141","6","http://www.westchasedistrict.com/","7012","UCNQL73PLMW3",,,"40429","Houston, TX",,"5853575","3339.80","1752.70",,,,,,"Tier II",,,,"POINT (-95.55513 29.72817)"
"60121",,"Greater Southeast Management District",,,"Building Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","5445 Almeda Rd","STE 503",,"Houston","TX","77004","7450","6","http://www.greatersoutheastonline.com/","6616","GMK6EJWCH4F1",,,"40429","Houston, TX",,"5853575","3339.80","1752.70",,,,,,"Tier II",,,,"POINT (-95.37852 29.72126)"
"60125",,"City of Round Rock","Transportation",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","221 E Main St",,,"Round Rock","TX","78664","5271","6","www.roundrocktransit.com","6631","L6TJFVAE4DM5","67","173490","04384","Austin, TX",,"1809888","2921","619.6",,"8","8",,,"Tier II",,,,"POINT (-97.67702 30.5091)"
"60126",,"Harris County Improvement District Number 3",,,"Building Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-10-31T00:00:00.000","2025-04-30T00:00:00.000","3120 Southwest Fwy Ste 102",,,"Houston","TX","77098","4520","6","http://www.upperkirbydistrict.org/","6171","VYYWA9AKF7D5",,,"40429","Houston, TX",,"5853575","3339.80","1752.70",,,,,,"Tier II",,,,"POINT (-95.42617 29.73066)"
"60127","6R02","Plaquemines Parish Government","Plaquemines Parish Government Community Action Agency",,"Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","6R02","Louisiana Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","333 F Edward Hebert Blvd",,,"Belle Chasse","LA","70037","3012","6","https://www.plaqueminesparish.com/322/Community-Action-Agency","5836","K6AYEHZALMR7",,,,"Louisiana Non-UZA",,"0","0","0","7",,"7","0","0","Tier II",,,,"POINT (-89.97979 29.89553)"
"60128",,"Regional Planning Commission",,,"Planning Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","10 Veterans Blvd",,,"New Orleans","LA","70124","1162","6","http://www.norpc.org/transportation/","1577","YJJLYGNK6FE5",,,"62677","New Orleans, LA",,"963212","3818.90","270.3",,,,,,"Tier II",,,,"POINT (-90.11575 29.99949)"
"60129",,"City of Conroe","Transit","Conroe Connection","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","300 W Davis St",,,"Conroe","TX","77301","2803","6","https://cityofconroe.org/services/transit/index.php","7111","Q369NH3X6MB9","78","113912","87300","The Woodlands--Conroe, TX",,"402454","1836.50","219.1","6","2","8",,,"Tier II",,,,"POINT (-95.45864 30.31252)"
"60130",,"Alamo Area Council of Governments",,"Alamo Regional Transit","Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","2700 Ne Loop 410 Ste 101",,,"San Antonio","TX","78217","4841","6","https://aacog.gov/alamo-regional-transit","1937","M8MHKZAERQN6","11218","607539","61948","New Braunfels, TX",,"100736","1997.70","50.4","47",,"47",,,"Tier II",,,,"POINT (-98.4099 29.51423)"
"60132",,"St Martin, Iberia, Lafayette Community Action Agency",,"SMILE Community Action Agency","Reduced Reporter","Urban","Private-Non-Profit Corporation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","501 St John St","STE 400","3343","Lafayette","LA","70502",,"6","http://www.smilecaa.org/transportation/","1562","WZJ3N8M521N4","148","72176","46045","Lafayette, LA",,"227316","1410.10","161.2","7",,"7",,,"Tier II",,,,"POINT (-92.02288 30.2292)"
"60133",,"McKinney Avenue Transit Authority",,,"Full Reporter","Urban","Private-Non-Profit Corporation",,,"60056 - Dallas Area Rapid Transit - DART provides significant funding for MATA.",,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","3153 Oak Grove Ave",,,"Dallas","TX","75204","2427","6","http://www.mata.org/","5271","EPCNZBF95JM9","5","19942","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","4",,"4",,,"Tier I (Rail)",,,,"POINT (-96.79942 32.80236)"
"60134",,"The Woodlands Township","Transportation and Infrastructure Department",,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2801 Technology Forest Blvd",,,"Spring","TX","77381","3901","6","https://thewoodlandstownship-tx.gov/96/Transportation","7235","RSXGT792LE45","454","604068","87300","The Woodlands--Conroe, TX",,"402454","1836.50","219.1","4","25","29",,,"Tier II",,,,"POINT (-95.47911 30.17688)"
"60135","6R02","Pointe Coupee Parish Government","Pointe Coupee Council on Aging",,"Rural Reporter","Rural","Area Agency on Aging","6R02","Louisiana Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","160 East Main Street",,,"New Roads","LA","70760","3506","6","https://www.pc-coa.org/general-services","1562","FBB3LBZ3MXV7",,,,"Louisiana Non-UZA",,"0","0","0","14",,"14","0","0","Tier II",,,,"POINT (-91.4303 30.69366)"
"60136","6R01","Mid-Delta Transit Community Services, Inc.",,"Mid-Delta Transit","Rural Reporter","Rural","Private-Non-Profit Corporation","6R01","Arkansas Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","610 South Biscoe St",,"745","Helena","AR","72342","3901","6","https://www.middeltacommunityservices.org/transit","1561","FNAMC1AQ8LZ4",,,,"Arkansas Non-UZA",,"0","0","0","55",,"55","0","0","Tier II",,,,"POINT (-90.592 34.51754)"
"60138",,"North Central Regional Transit District",,"North Central RTD","Reduced Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1327 N Riverside Dr",,,"Espanola","NM","87532","9510","6","www.ncrtd.org","6702","J9RLTADCUWJ3","10115","295718","79363","Santa Fe, NM",,"94241","2013.60","46.8","22",,"22",,,"Tier II",,,,"POINT (-106.06471 36.01151)"
"60140","6R01","Area Agency on Aging of Southeast Arkansas, Inc.",,"Southeast Arkansas Transportation","Rural Reporter","Rural","Area Agency on Aging","6R01","Arkansas Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","600 South Missouri Street",,,"Pine Bluff","AR","71601","5010","6","https://www.aaasea.org/services/transportation/","1561","KLXFVBJCTHJ6",,,,"Arkansas Non-UZA",,"0","0","0","112",,"112","0","0","Tier II",,,,"POINT (-91.99603 34.22363)"
"60142","6R05","Heart of Texas Council of Governments",,,"Rural Reporter","Rural","MPO, COG or Other Planning Agency","6R05","Texas Department of Transportation",,"Rural General Public Transit","2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","1514 S New Rd",,,"Waco","TX","76711","1316","6","https://www.hotcog.org/health-and-human-services/rural-transportation","1567","EH89K124Q1J9",,,,"Texas Non-UZA",,"0","0","0","16",,"16","0","0","Tier II",,,,"POINT (-97.15922 31.51198)"
"60143","6R05","Rolling Plains Management Corporation",,"SHARP Lines Rural Public Transportation","Rural Reporter","Rural","Other Publicly-Owned or Privately Chartered Corporation","6R05","Texas Department of Transportation",,"Rural General Public Transit","2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","118 N 1st St",,,"Crowell","TX","79227",,"6","https://rollingplains.org/rolling-plain-programs/transportation/","1567","JC2JLAPKQ9T6",,,,"Texas Non-UZA",,"0","0","0","82",,"82","3","0","Tier II",,,,"POINT (-99.72372 33.98492)"
"60145","6R05","Ark-Tex Council of Governments",,,"Rural Reporter","Rural","MPO, COG or Other Planning Agency","6R05","Texas Department of Transportation",,"Rural General Public Transit","2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","4808 Elizabeth St",,,"Texarkana","TX","75503","2910","6","https://www.atcog.org/transportation-programs","1567","M6KPW65RAJ91",,,,"Texas Non-UZA",,"0","0","0","56",,"56","0","0","Tier II",,,,"POINT (-94.04894 33.46452)"
"60146","6R04","United Community Action Program, Inc.",,"Cimmaron Public Transit System","Rural Reporter","Rural","Private-Non-Profit Corporation","6R04","Oklahoma Department of Transportation",,"Rural General Public Transit","2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","501 6th St",,,"Pawnee","OK","74058","2542","6","http://www.ucapinc.org","1565","UEK1T2HBQA75",,,,"Oklahoma Non-UZA",,"0","0","0","47",,"47","0","0","Tier II",,,,"POINT (-96.80395 36.33888)"
"60147","6R05","Kleberg County","Human Services",,"Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","6R05","Texas Department of Transportation",,"Rural General Public Transit","2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","1109 E Santa Gertrudis",,,"Kingsville","TX","78363","4711","6","https://www.co.kleberg.tx.us/page/kleberg.HR","1567","KSZZCRDEMDH5",,,,"Texas Non-UZA",,"0","0","0","20",,"20","0","0","Tier II",,,,"POINT (-97.85382 27.52287)"
"60148","6R03","Village of Milan","Transit Department","Rockin' 66 Express","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","6R03","New Mexico Department of Transportation",,"Rural General Public Transit","2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","609 West Highway 66",,"2727","Milan","NM","87021",,"6","http://www.villageofmilan.com/departments/transit/index.php","1564","GQS7VJUMRA74","915","929543",,"New Mexico Non-UZA",,"0","0","0","4",,"4","0","0","Tier II",,,,"POINT (-107.88987 35.16883)"
"60150","6R04","Pontotoc County Public Transit Authority",,"Call-A-Ride Public Transit System","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","6R04","Oklahoma Department of Transportation",,"Rural General Public Transit","2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","100 W 13th St",,,"Ada","OK","74820","6445","6","http://www.okladot.state.ok.us/transit/s5311/callaride.htm","1565","E48ZDD9BZ5J5",,,,"Oklahoma Non-UZA",,"0","0","0","5",,"5","0","0","Tier II",,,,"POINT (-96.67978 34.77233)"
"60151","6R03","Grant County","Corre Caminos","Corre Caminos Transit","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","6R03","New Mexico Department of Transportation",,"Rural General Public Transit","2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1400 Hw 180 E",,,"Silver City","NM","88061",,"6","http://www.correcaminosnm.com","1564","UKBZFNJZDZX3",,,,"New Mexico Non-UZA",,"0","0","0","11",,"11","0","0","Tier II",,,,"POINT (-108.26151 32.78501)"
