"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"55673","5R06","Greenco Industries",,,"Reduced Asset Reporter","Asset","Private-Non-Profit Corporation","5R06","Wisconsin Department of Transportation",,"Asset Subrecipient","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1601 4th Avenue West",,,"Monroe","WI","16014",,"5","https://greencoind.com/",,,,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-89.66196 42.59667)"
"55674","5R06","Diversified Services Incorporated",,,"Reduced Asset Reporter","Asset","Private-Non-Profit Corporation","5R06","Wisconsin Department of Transportation",,"Asset Subrecipient","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","7649 Tower Road",,"501","Siren","WI","54872",,"5","https://www.dsisiren.org/","1245",,,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-92.37856 45.7773)"
"55675","5R06","Kewaunee County","Human Services",,"Reduced Asset Reporter","Asset","City, County or Local Government Unit or Department of Transportation","5R06","Wisconsin Department of Transportation",,"Asset Subrecipient","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","613 Dodge St",,,"Kewaunee","WI","54216","1322","5","https://www.kewauneeco.org/departments/human-services/",,"C31JFNYLGD75",,,,,,"0","0","0",,,,,,"Tier II",,,,"POINT (-87.50447 44.45709)"
"55676","5R02","Adams County Council on Aging",,"Adams County Public Transit","Rural Reporter","Rural","Private-Non-Profit Corporation","5R02","Indiana Department of Transportation",,"Rural General Public Transit","2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1109 Dayton St Rm 1",,,"Decatur","IN","46733","1105","5","https://adamscountycouncilonaging.org/adams-county-transit/","1189","LRXWWVQJYG95",,,,"Indiana Non-UZA",,"0","0","0","7",,"7","0","0","Tier II",,,,"POINT (-84.9356 40.83573)"
"60001",,"City of Amarillo",,"Amarillo City Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","601 S Buchanan St",,"1971","Amarillo","TX","79101","2517","6","www.amarillotransit.com","1530","NV4JC28TLJL6","74","200393","01927","Amarillo, TX",,"205860","2450.90","84","23",,"23",,,"Tier II",,,,"POINT (-101.83202 35.20692)"
"60002",,"Chickasaw Nation","Department of Community Services/Division of Social Services","the Chickasaw Nation","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","520 Arlington St",,"1548","Ada","OK","74820","2204","6","http://www.chickasaw.net/","5490","KS8HLVMJEMW9",,,"00040","Oklahoma Non-UZA","Chickasaw OTSA, OK","1994607","0","0","14",,"14",,,"Tier II",,,,"POINT (-96.67234 34.78171)"
"60003",,"Choctaw Nation of Oklahoma",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1802 Chukka Hina",,"146","Durant","OK","74701","7117","6","http://cntransit.cnhsa.com","6705","GNZLNKLREX72",,,"00040","Oklahoma Non-UZA","Choctaw OTSA, OK","1994607","0","0","36",,"36",,,"Tier II",,,,"POINT (-96.39914 33.97367)"
"60004",,"Citizen Potawatomi Nation",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1601 Gordon Cooper Dr",,,"Shawnee","OK","74801","9002","6","http://www.potawatomi.org/","6715","NMFYBB8HBGC1",,,"00040","Oklahoma Non-UZA","Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK","1994607","0","0","7",,"7",,,"Tier II",,,,"POINT (-96.9246 35.30168)"
"60005",,"Comanche Nation",,"Comanche Nation Transit Program","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","584 Nw Bingo Rd",,"908","Lawton","OK","73507","1214","6",":https://comanchenation.com/departments/family-services/transit","6904","YKM4BJKJJTE5",,,"00040","Oklahoma Non-UZA","Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, OK; Kiowa-Comanche-Apache-Fort Sill Apache OTSA, OK","1994607","0","0","15",,"15",,,"Tier II",,,,"POINT (-98.39957 34.72902)"
"60006",,"City of El Paso","Mass Transit Department","Sun Metro","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","300 N Campbell St",,"1890","El Paso","TX","79901","1402","6","http://www.sunmetro.net","1539","KLZGKXNFVTL4","234","772374","27253","El Paso, TX--NM",,"854584","3339.70","255.9","92","60","152",,,"Tier I (Rail)",,,,"POINT (-106.4856 31.76161)"
"60007",,"Fort Worth Transportation Authority",,"Trinity Metro","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1600 E. Lancaster Ave",,,"Fort Worth","TX","76102","6720","6","https://ridetrinitymetro.org/","1540","T4EWRHA18AG7","350","927285","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","145","279","424",,,"Tier I (Rail)",,,,"POINT (-97.31142 32.74582)"
"60008",,"Metropolitan Transit Authority of Harris County, Texas",,"METRO","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1900 Main St",,"61429","Houston","TX","77002","8130","6","http://www.ridemetro.org/","1547","CDEZZSTCZTR5","1309","4038849","40429","Houston, TX",,"5853575","3339.80","1752.70","971","596","1567",,,"Tier I (Rail)",,,,"POINT (-95.37058 29.74991)"
"60009",,"City of Laredo",,"Laredo Transit Management Inc.","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1110 Houston St",,,"Laredo","TX","78040","8019","6","http://www.elmetrotransit.com","2069","Y5MTUNLGB2P5","59","254042","47854","Laredo, TX",,"251462","3916.60","64.2","45",,"45",,,"Tier II",,,,"POINT (-99.50702 27.50711)"
"60010",,"City of Lubbock",,"Citibus","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","801 Texas Ave",,"2000","Lubbock","TX","79401","2723","6","http://www.citibus.com/","1993","PL9MK2LEAYW7","144","268416","51877","Lubbock, TX",,"272280","2562.10","106.3","84",,"84",,,"Tier II",,,,"POINT (-101.84564 33.58778)"
"60011",,"VIA Metropolitan Transit",,"VIA","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","800 W Myrtle St",,"12489","San Antonio","TX","78212","4233","6","http://www.viainfo.net/","1937","J4E6A41QHJK9","1210","1940756","78580","San Antonio, TX",,"1992689","3248.40","613.4","388","327","715",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-98.50336 29.44479)"
"60012",,"City of Waco","Transit System","Waco Transit System, Inc.","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","300 Austin Ave",,,"Waco","TX","76701","2209","6","https://www.waco-texas.com/Departments/Transit-System","1558","Q7GMNFJ36BZ3","99","197594","91027","Waco, TX",,"192844","2145.60","89.9","30",,"30",,,"Tier II",,,,"POINT (-97.13092 31.55768)"
"60013",,"City of Port Arthur","Transit","Port Arthur Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","444 4th St",,"1089","Port Arthur","TX","77640","6450","6","https://www.portarthurtx.gov/201/Transit-Department","1553","EMVNEFYW2KN4","39","57755","70993","Port Arthur, TX",,"116819","1757.60","66.5","8",,"8",,,"Tier II",,,,"POINT (-93.93442 29.87067)"
"60014",,"City of Brownsville","Multimodal Transportation","Brownsville Metro","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1001 E Elizabeth St Ste 234",,,"Brownsville","TX","78520","5156","6","http://btxmetro.org","1591","DCJTF4NGTW78","67","181860","10972","Brownsville, TX",,"216444","3485.30","62.1","26",,"26",,,"Tier II",,,,"POINT (-97.49939 25.90224)"
"60015",,"City of Galveston",,"Galveston Island Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","3115 Market St",,,"Galveston","TX","77550","1315","6","galvestontx.gov/393/Transportation","1543","HKTBULBLPQM5","32","50307","32491","Galveston--Texas City, TX",,"191863","1760.50","109","8","5","13",,,"Tier I (Rail)",,,,"POINT (-94.80359 29.30236)"
"60016",,"City of Beaumont","Transit","Beaumont Municipal Transit System","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","801 Main St",,,"Beaumont","TX","77701","3548","6","http://www.beaumonttransit.com/","2067","JELUBU1G59Z9","41","82731","06058","Beaumont, TX",,"146649","1526","96.1",,"18","18",,,"Tier II",,,,"POINT (-94.09434 30.08153)"
"60017",,"Central Oklahoma Transportation and Parking Authority",,"EMBARK","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","2000 S May Ave",,,"Oklahoma City","OK","73108","4446","6","http://embarkok.com","1525","PNYGLKYK9M78","283","783134","65080","Oklahoma City, OK",,"982276","2329.20","421.7","74","8","82",,,"Tier I (Rail)",,,,"POINT (-97.56482 35.44614)"
"60018",,"Metropolitan Tulsa Transit Authority",,"Tulsa Transit, MetroLink Tulsa","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","510 S Rockford Ave",,,"Tulsa","OK","74120","4016","6","https://www.metrolinkok.org/","1527","CRFGKAN6YNU3","249","511352","88948","Tulsa, OK",,"722810","2136.50","338.3","79",,"79",,,"Tier II",,,,"POINT (-95.97289 36.15419)"
"60019",,"City of Albuquerque","Transit Department","ABQRIDE","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","100 1st St Sw",,,"Albuquerque","NM","87102","3412","6","http://www.cabq.gov/transit","1523","LPMBLHYVB9J7","235","661629","01171","Albuquerque, NM",,"769837","2926.30","263.1","128",,"128",,,"Tier II",,,,"POINT (-106.64814 35.08368)"
"60022",,"Capital Area Transit System",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2250 Florida St",,,"Baton Rouge","LA","70802","3125","6","http://www.brcats.com/","6106","RYCMSEL1FCS3","211","367124","05680","Baton Rouge, LA",,"631326","1592.90","396.3","38","19","57",,,"Tier II",,,,"POINT (-91.16469 30.44984)"
"60023",,"City of Lake Charles","Public Works Department/ Transit Division","City Of Lake Charles Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","326 Pujo St",,"900","Lake Charles","LA","70601","4269","6","http://www.cityoflakecharles.com/transit","1512","E81LM268KAK3","43","73474","46531","Lake Charles, LA",,"162501","1272.10","127.7","7",,"7",,,"Tier II",,,,"POINT (-93.21627 30.22763)"
"60024",,"City of Shreveport","Shreveport Area Transit System","SporTran","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1115 Jack Wells Blvd",,"7314","Shreveport","LA","71107","6613","6","http://www.sportran.org/","1994","F4F3B64JTAL3","61","275213","81739","Shreveport, LA",,"288052","1592.80","180.8","50",,"50",,,"Tier II",,,,"POINT (-93.75518 32.53513)"
"60025",,"City of Alexandria","Transit",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-04-30T00:00:00.000","2024-10-31T00:00:00.000","2021 Industrial Park Rd",,,"Alexandria","LA","71303","4567","6","https://www.cityofalexandriala.com/bus-transit-atrans","1508","LLE1Z27A9S69","28","59659","01279","Alexandria, LA",,"78305","1210.10","64.7","15",,"15",,,"Tier II",,,,"POINT (-92.46775 31.33127)"
"60026",,"City of Monroe","Monroe Transit System","Monroe Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-04-30T00:00:00.000","2024-10-31T00:00:00.000","400 Lea Joyner Memorial Expy",,,"Monroe","LA","71201","7509","6","https://monroela.us/government/departments-divisions/transit","1513","DDCPKHUG8KU5","31","47906","58330","Monroe, LA",,"119964","1318.70","91","12",,"12",,,"Tier II",,,,"POINT (-92.10949 32.5021)"
"60032",,"New Orleans Regional Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2817 Canal St",,,"New Orleans","LA","70119","6301","6","http://www.norta.com/","1519","R71BUMMQRKZ4","103","487524","62677","New Orleans, LA",,"963212","3818.90","270.3","153","3","156",,,"Tier I (Rail)",,,,"POINT (-90.08907 29.96684)"
"60033",,"Rock Region Metropolitan Transit Authority",,"Rock Region METRO","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","901 Maple St",,,"North Little Rock","AR","72114","4647","6","http://rrmetro.org","1506","Z58SBNNESS46","126","235305","50392","Little Rock, AR",,"461864","1724.60","267.8","60","17","77",,,"Tier I (Rail)",,,,"POINT (-92.26898 34.76274)"
"60034",,"City of Pine Bluff","Transit","Pine Bluff Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2300 E Harding Ave",,,"Pine Bluff","AR","71601","6838","6","http://www.cityofpinebluff.com","1507","C37MMK3AMMM5","31","39123","00005","Arkansas Non-UZA",,"1787552","0","0","7",,"7",,,"Tier II",,,,"POINT (-91.97881 34.21243)"
"60035",,"City of Wichita Falls","Aviation, Traffic and Transportation - Public Transportation","FallsRide","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1300 Seventh Street",,,"Wichita Falls","TX","76301","2305","6","http://www.wichitafallstx.gov/339/Falls-Ride---Public-Transportation","1560","R737LBFW8T13","71","102691","95104","Wichita Falls, TX",,"97039","1910.80","50.8","11","11","22",,,"Tier II",,,,"POINT (-98.49966 33.90938)"
"60038",,"Lafayette City-Parish Consolidated Government",,"Lafayette Transit System","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-10-31T00:00:00.000","2025-04-30T00:00:00.000","705 W University Avenue",,"4017","Lafayette","LA","70506","3543","6","http://www.rideLTS.com","1871","YNYLNKW7THY5","49","249750","46045","Lafayette, LA",,"227316","1410.10","161.2","17","8","25",,,"Tier II",,,,"POINT (-92.02444 30.22023)"
"60040",,"City of Abilene","Transportation","CityLink","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","555 Walnut St",,,"Abilene","TX","79601","5254","6","http://www.abilenetx.gov/citylink","1528","VXVLM73M8PA7","110","125182","00280","Abilene, TX",,"118138","1906.30","62","25","2","27",,,"Tier II",,,,"POINT (-99.73064 32.45424)"
"60041",,"City of Arlington","Transportation Department","Arlington Transportation","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","101 E Abram St",,"90231","Arlington","TX","76010","1102","6","http://www.arlingtontx.gov/transportation","1531","SAYUGHQHSXB1","199","400032","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","10","94","104",,,"Tier II",,,,"POINT (-97.10754 32.7365)"
"60048",,"Capital Metropolitan Transportation Authority",,"Capital Metro","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","2910 E 5th St",,,"Austin","TX","78702","4817","6","http://www.capmetro.org/","5143","WPJ4CDV7G9J4","549","1387423","04384","Austin, TX",,"1809888","2921","619.6",,"713","713",,,"Tier I (Rail)",,,,"POINT (-97.70982 30.2564)"
"60049",,"City of Las Cruces NM","City Managers Office/Transit Department","RoadRUNNER Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","700 N Main St # 3134",,"20000","Las Cruces","NM","88001","1120","6","https://roadrunner.las-cruces.org","1580","J3ZLWA2K1X47","55","120316","47935","Las Cruces, NM",,"139338","2161.20","64.5","28",,"28",,,"Tier II",,,,"POINT (-106.77936 32.31461)"
"60051",,"Corpus Christi Regional Transportation Authority",,"The B","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","5658 Bear Ln",,,"Corpus Christi","TX","78405","4406","6","http://www.ccrta.org/","1535","VBHHYBP7A7R4","846","339048","20287","Corpus Christi, TX",,"339066","2622.90","129.3","42","79","121",,,"Tier II",,,,"POINT (-97.47297 27.76404)"
"60056",,"Dallas Area Rapid Transit",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1401 Pacific Ave",,,"Dallas","TX","75202","2732","6","http://www.dart.org/","5271","KC7WDMLHYRL3","698","2530800","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","551","493","1044",,,"Tier I (Rail)",,,,"POINT (-96.80063 32.78197)"
"60058",,"St. Bernard Parish","Transit","St. Bernard Urban Rapid Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","8201 W Judge Perez Dr",,,"Chalmette","LA","70043","1696","6","http://www.sbpg.net/178/transit","1521","KUPNNK7HM4R8","24","43764","62677","New Orleans, LA",,"963212","3818.90","270.3","2",,"2",,,"Tier II",,,,"POINT (-89.98373 29.95602)"
"60059",,"Brazos Transit District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","2117 Nuches Ln",,,"Bryan","TX","77803","1986","6","http://www.btd.org/","5319","JLDWNNCYB2P6","74","132500","18748","College Station--Bryan, TX",,"206137","2525.40","81.6","67",,"67",,,"Tier II",,,,"POINT (-96.36673 30.70001)"
"60062",,"University of Arkansas, Fayetteville","Transit and Parking Department","Razorback Transit","Reduced Reporter","Urban","University",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","155 Razorback Road Adsb 131",,,"Fayetteville","AR","72701","4821","6","https://parking.uark.edu/transit-services/transit-operations/maps-and-schedules.php","6276","NR38GXWJXMD3","18","93949","29494","Fayetteville--Springdale--Rogers, AR--MO",,"373687","1884.70","198.3","21",,"21",,,"Tier II",,,,"POINT (-94.18088 36.06202)"
"60068",,"City of Grand Prairie","Transportation and Mobility/Transit","Grand Connection","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","300 W Main St",,"534045","Grand Prairie","TX","75050","5621","6","https://www.gptx.org/city-government/city-departments/transportation-services/transit","5154","QZLGDCCP1DW7","81","196100","22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90","8","18","26",,,"Tier II",,,,"POINT (-97.00667 32.74533)"
"60070",,"City of Mesquite","City Administration",,"Separate Service","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1515 N Galloway Ave",,"850137","Mesquite","TX","75149","2359","6","https://www.cityofmesquite.com/3434/Public-Transportation","1551","CQDHJ5L3EMJ5",,,"22042","Dallas--Fort Worth--Arlington, TX",,"5732354","3281.50","1746.90",,,,,,"Tier II",,,,"POINT (-96.60277 32.783)"
"60072",,"Ozark Regional Transit",,,"Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2423 E Robinson Ave",,,"Springdale","AR","72764","309","6","http://www.ozark.org/","6263","KHKZJH3VK1C1","3253","467570","29494","Fayetteville--Springdale--Rogers, AR--MO",,"373687","1884.70","198.3","26",,"26",,,"Tier II",,,,"POINT (-94.10399 36.16614)"
"60077",,"City of Santa Fe","Transit","Santa Fe Trails","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","2931 Rufina Street",,,"Santa Fe","NM","87507",,"6","https://santafenm.gov/public-works/transit","2066","MUUFWRSZENW8","41","85627","79363","Santa Fe, NM",,"94241","2013.60","46.8","24",,"24",,,"Tier II",,,,"POINT (-105.9964 35.65636)"
"60080",,"Terrebonne Parish Consolidated Government","Public Works/Public Transit","Good Earth Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","4800 Highway 311",,"6097","Houma","LA","70360","2871","6","http://www.tpcg.org/transit","6043","X6CFK7JK1NT3","57","82939","40375","Houma, LA",,"145482","1533.20","94.9","9",,"9",,,"Tier II",,,,"POINT (-90.76307 29.6028)"
"60081",,"City of Longview","Transit","City of Longview Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","300 W Cotton St",,,"Longview","TX","75601","6222","6","http://www.longviewtransit.com/","5029","CSHZNNMNQ259","44","80445","51256","Longview, TX",,"107099","1186.60","90.3","8",,"8",,,"Tier II",,,,"POINT (-94.74566 32.49488)"
"60086",,"City of Fort Smith","Transit Department","Fort Smith Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","623 Garrison Ave",,"1908","Fort Smith","AR","72901","2508","6","https://www.fortsmithar.gov/government/departments/transit","5965","NQF9UVN3N699","65","86209","30925","Fort Smith, AR--OK",,"125811","1700.80","74","10",,"10",,,"Tier II",,,,"POINT (-94.42452 35.38674)"
"60088",,"Jefferson Parish","JP Transit","Jefferson Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","200 Derbigny St",,,"Gretna","LA","70053","5850","6","http://www.jptransit.org/","1864","RRNWFG1XJXK8","94","440781","62677","New Orleans, LA",,"963212","3818.90","270.3",,"44","44",,,"Tier II",,,,"POINT (-90.06695 29.91583)"
"60089",,"City of Tyler",,"Tyler Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","700 Skyway Blvd","STE 201",,"Tyler","TX","75704","6645","6","http://www.tylerbus.org/","1556","THRNQJCCFW65","56","110490","89326","Tyler, TX",,"131028","1607.10","81.5","12","10","22",,,"Tier II",,,,"POINT (-95.40992 32.35127)"
"60090",,"Lower Rio Grande Valley Development Council","Valley Metro",,"Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","301 W Railroad St",,,"Weslaco","TX","78596","5104","6","http://www.lrgvdc.org/valleymetro.html","1868","FNF8ZNQEWSS9","4645","1162453","52390","McAllen, TX",,"779553","2389.70","326.2","33",,"33",,,"Tier II",,,,"POINT (-97.99219 26.16051)"
"60091",,"Hill Country Transit District",,"The Hop","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","4515 W Us Highway 190",,,"Belton","TX","76513","7467","6","http://www.takethehop.com/","5827","RJMTS3KE4XX7","8455","570189","44992","Killeen, TX",,"257222","2561.40","100.4","74","20","94",,,"Tier II",,,,"POINT (-97.51757 31.05502)"
"60093",,"Texarkana Urban Transit District",,"T-Line","Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1402 Texas Blvd",,,"Texarkana","TX","75501","4339","6","http://www.t-linebus.org/","7064","VMV8PDHGRLN3","73","83469","87193","Texarkana, TX--AR",,"78744","1181.60","66.6","10",,"10",,,"Tier II",,,,"POINT (-94.05191 33.43162)"
"60094",,"City of Lawton","Planning","Lawton Area Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","212 Sw 9th St",,"286","Lawton","OK","73501","3944","6","http://www.ridelats.com/","1524","UJ7VNNPEKLJ6","42","91247","48394","Lawton, OK",,"87464","1867.50","46.8","21",,"21",,,"Tier II",,,,"POINT (-98.40123 34.60579)"
"60095",,"Golden Crescent Regional Planning Commission",,"Victoria Transit","Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-08-31T00:00:00.000","2025-01-31T00:00:00.000","1908 N Laurent St Ste 600",,,"Victoria","TX","77901","5499","6","http://www.gcrpc.org/public-transportation-services.html","5849","XAQFG51SF2X3","37","65534","90514","Victoria, TX",,"65986","1963.90","33.6","31","28","59",,,"Tier II",,,,"POINT (-96.99035 28.81177)"
"60097",,"Midland-Odessa Urban Transit District",,"EZ-Rider","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","8007 E Business 20",,,"Odessa","TX","79765","9409","6","http://www.ez-rider.org/","6239","T1MFMRLJK169","37","99940","64864","Odessa, TX",,"154818","1800.30","86","22",,"22",,,"Tier II",,,,"POINT (-102.28761 31.88588)"
"60099",,"City of McAllen","Transit Department","Metro McAllen","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1300 W Houston Ave",,,"Mcallen","TX","78501","5002","6","https://www.mcallen.net/metro","6454","LNLJPLNR7GF5","49","129877","52390","McAllen, TX",,"779553","2389.70","326.2","18",,"18",,,"Tier II",,,,"POINT (-98.23508 26.19687)"
"60100",,"City of Farmington","General Services","Red Apple Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","800 Municipal Dr",,,"Farmington","NM","87401","2663","6","http://fmtn.org/279/Red-Apple-Transit","6268","DCZXXL85LRC7","306","97332","29278","Farmington, NM",,"51763","1586.70","32.6",,"13","13",,,"Tier II",,,,"POINT (-108.2167 36.73747)"
"60101",,"Denton County Transportation Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1955 Lakeway Dr","STE 260",,"Lewisville","TX","75057","6440","6","http://www.dcta.net/","6464","S3G7J1ZR7642","147","539422","23500","Denton--Lewisville, TX",,"429461","2853.90","150.5","32","183","215",,,"Tier I (Rail)",,,,"POINT (-96.97496 33.01735)"
